system:index,area,landcover,grid,.geo,lon,lat
1_2_3378_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14435464090984,30.29959062841678]}",107.1443546,30.29959063
1_2_3379_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91097233009557,30.150290628196117]}",106.9109723,30.15029063
1_2_3380_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.09207269137407,30.32061120606518]}",107.0920727,30.32061121
1_2_3381_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93091492940303,30.1734671625264]}",106.9309149,30.17346716
1_2_3382_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.99343767317775,30.20742348026612]}",106.9934377,30.20742348
1_2_3383_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06458424368002,30.265634310677065]}",107.0645842,30.26563431
1_2_3384_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12495103077285,30.19502672934527]}",107.124951,30.19502673
1_2_3385_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0802149296237,30.35564550214584]}",107.0802149,30.3556455
1_2_3386_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10015752893115,30.334624924497444]}",107.1001575,30.33462492
1_2_3387_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97511204138172,30.106093516217438]}",106.975112,30.10609352
1_2_3388_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92875897272114,30.127114093865835]}",106.928759,30.12711409
1_2_3389_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95516944207426,30.09369676529659]}",106.9551694,30.09369677
1_2_3390_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03332287179266,30.197182686027155]}",107.0333229,30.19718269
1_2_3391_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13195788998898,30.19556571851574]}",107.1319579,30.19556572
1_2_3392_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90827738424322,30.117951277967816]}",106.9082774,30.11795128
1_2_3393_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.083987853817,30.357262469657254]}",107.0839879,30.35726247
1_2_3394_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93792178861916,30.140049833957153]}",106.9379218,30.14004983
1_2_3395_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11956113906814,30.234372938789704]}",107.1195611,30.23437294
1_2_3396_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97942395474549,30.121185212990646]}",106.979424,30.12118521
1_2_3397_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05703839529342,30.25862745146093]}",107.0570384,30.25862745
1_2_3398_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01445825082615,30.209579436948005]}",107.0144583,30.20957944
1_2_3399_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03008893676983,30.205806512754705]}",107.0300889,30.20580651
1_2_3400_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14597160842125,30.360496404680084]}",107.1459716,30.3604964
1_2_3401_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10878135565869,30.325462108599424]}",107.1087814,30.32546211
1_2_3402_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93468785359633,30.151368606537062]}",106.9346879,30.15136861
1_2_3403_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10393045312445,30.265095321506593]}",107.1039305,30.26509532
1_2_3404_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.16699218606965,30.228983047084988]}",107.1669922,30.22898305
1_2_3405_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08829976718077,30.325462108599424]}",107.0882998,30.32546211
1_2_3406_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06835716787332,30.25108160307433]}",107.0683572,30.2510816
1_2_3407_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93522684276681,30.168616259992156]}",106.9352268,30.16861626
1_2_3408_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13141890081852,30.199877631879517]}",107.1314189,30.19987763
1_2_3409_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14597160842125,30.29581770422348]}",107.1459716,30.2958177
1_2_3410_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13249687915946,30.360496404680084]}",107.1324969,30.3604964
1_2_3411_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03979074183832,30.259166440631404]}",107.0397907,30.25916644
1_2_3412_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15297846763738,30.297973660905367]}",107.1529785,30.29797366
1_2_3413_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.055421427782,30.209579436948005]}",107.0554214,30.20957944
1_2_3414_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11093731234058,30.348638642929707]}",107.1109373,30.34863864
1_2_3415_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00906835912143,30.257010483949518]}",107.0090684,30.25701048
1_2_3416_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0441026552021,30.20472853441376]}",107.0441027,30.20472853
1_2_3417_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90127052502709,30.164843335798853]}",106.9012705,30.16484334
1_2_3418_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98427485727973,30.10771048372885]}",106.9842749,30.10771048
1_2_3419_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04625861188399,30.191253805151966]}",107.0462586,30.19125381
1_2_3420_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.16699218606965,30.278031061597915]}",107.1669922,30.27803106
1_2_3421_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0936896588855,30.253237559756215]}",107.0936897,30.25323756
1_2_3422_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15028352178503,30.332468967815558]}",107.1502835,30.33246897
1_2_3423_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12710698745474,30.205267523584233]}",107.127107,30.20526752
1_2_3424_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10339146395398,30.275336115745556]}",107.1033915,30.27533612
1_2_3425_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11524922570436,30.189636837640553]}",107.1152492,30.18963684
1_2_3426_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96109832294945,30.171311205844514]}",106.9610983,30.17131121
1_2_3427_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00529543492813,30.21820326367555]}",107.0052954,30.21820326
1_2_3428_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08506583215794,30.21982023118697]}",107.0850658,30.21982023
1_2_3429_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.9239080701869,30.161609400776022]}",106.9239081,30.1616094
1_2_3430_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06620121119144,30.22736607957357]}",107.0662012,30.22736608
1_2_3431_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07374705957804,30.221976187868854]}",107.0737471,30.22197619
1_2_3432_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06727918953237,30.190714815981497]}",107.0672792,30.19071482
1_2_3433_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13087991164804,30.28288196413216]}",107.1308799,30.28288196
1_2_3434_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.06620121119144,30.251620592244798]}",107.0662012,30.25162059
1_2_3435_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02577702340605,30.24245777634678]}",107.025777,30.24245778
1_2_3436_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12171709575001,30.20472853441376]}",107.1217171,30.20472853
1_2_3437_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.16753117524011,30.268329256529423]}",107.1675312,30.26832926
1_2_3438_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97187810635889,30.102320592024135]}",106.9718781,30.10232059
1_2_3439_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10446944229493,30.183707956765364]}",107.1044694,30.18370796
1_2_3440_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15944633768304,30.199338642709044]}",107.1594463,30.19933864
1_2_3441_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90127052502709,30.10393755953555]}",106.9012705,30.10393756
1_2_3442_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01284128331473,30.23976283049442]}",107.0128413,30.23976283
1_2_3443_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.90558243839087,30.161609400776022]}",106.9055824,30.1616094
1_2_3444_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.09476763722644,30.301207595928197]}",107.0947676,30.3012076
1_2_3445_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96109832294945,30.174006151696872]}",106.9610983,30.17400615
1_2_3446_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08883875635125,30.226827090403102]}",107.0888388,30.22682709
1_2_3447_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98643081396162,30.11956824547923]}",106.9864308,30.11956825
1_2_3448_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13195788998898,30.249464635562912]}",107.1319579,30.24946464
1_2_3449_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00691240243954,30.20742348026612]}",107.0069124,30.20742348
1_2_3450_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13680879252323,30.26725127818848]}",107.1368088,30.26725128
1_2_3451_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.03386186096313,30.260783408142817]}",107.0338619,30.26078341
1_2_3452_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.16052431602398,30.343787740395463]}",107.1605243,30.34378774
1_2_3453_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91744020014124,30.15514153073036]}",106.9174402,30.15514153
1_2_3454_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14435464090984,30.29527871505301]}",107.1443546,30.29527872
1_2_3455_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08344886464653,30.359957415509612]}",107.0834489,30.35995742
1_2_3456_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12117810657955,30.20418954524329]}",107.1211781,30.20418955
1_2_3457_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.12441204160238,30.19179279432244]}",107.124412,30.19179279
1_2_3458_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95409146373332,30.130887018059134]}",106.9540915,30.13088702
1_2_3459_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.00152251073483,30.185324924276777]}",107.0015225,30.18532492
1_2_3460_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.08883875635125,30.20418954524329]}",107.0888388,30.20418955
1_2_3461_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92336908101643,30.137893877275268]}",106.9233691,30.13789388
1_2_3462_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1659142077287,30.303902541780555]}",107.1659142,30.30390254
1_2_3463_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11039832317012,30.348099653759235]}",107.1103983,30.34809965
1_2_3464_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11363225819295,30.198799653538572]}",107.1136323,30.19879965
1_2_3465_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.14219868422795,30.191253805151966]}",107.1421987,30.19125381
1_2_3466_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.09207269137407,30.21982023118697]}",107.0920727,30.21982023
1_2_3467_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15621240266022,30.213352361141308]}",107.1562124,30.21335236
1_2_3468_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.16160229436493,30.34971662127065]}",107.1616023,30.34971662
1_2_3469_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1184831607272,30.291505790859706]}",107.1184832,30.29150579
1_2_3470_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97457305221124,30.146517704002814]}",106.9745731,30.1465177
1_2_3471_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94546763700578,30.099086657001305]}",106.9454676,30.09908666
1_2_3472_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02954994759936,30.264017343165648]}",107.0295499,30.26401734
1_2_3473_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.10824236648823,30.328157054451783]}",107.1082424,30.32815705
1_2_3474_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97996294391596,30.15406355238942]}",106.9799629,30.15406355
1_2_3475_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92229110267549,30.1734671625264]}",106.9222911,30.17346716
1_2_3476_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.95031853954002,30.127653083036307]}",106.9503185,30.12765308
1_2_3477_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04302467686115,30.209579436948005]}",107.0430247,30.20957944
1_2_3478_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92983695106209,30.098547667830832]}",106.929837,30.09854767
1_2_3479_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93145391857351,30.18316896759489]}",106.9314539,30.18316897
1_2_3480_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13465283584134,30.322767162747066]}",107.1346528,30.32276716
1_2_3481_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.99667160820059,30.205806512754705]}",106.9966716,30.20580651
1_2_3482_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.02416005589464,30.217664274505083]}",107.0241601,30.21766427
1_2_3483_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0688961570438,30.250003624733385]}",107.0688962,30.25000362
1_2_3484_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93899976696011,30.13573792059338]}",106.9389998,30.13573792
1_2_3485_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93253189691445,30.163765357457912]}",106.9325319,30.16376536
1_2_3486_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93037594023257,30.174006151696872]}",106.9303759,30.17400615
1_2_3487_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.92983695106209,30.161609400776022]}",106.929837,30.1616094
1_2_3488_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.15944633768304,30.34917763210018]}",107.1594463,30.34917763
1_2_3489_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13573081418228,30.351333588782065]}",107.1357308,30.35133359
1_2_3490_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.11740518238625,30.307136476803386]}",107.1174052,30.30713648
1_2_3491_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.05272648192964,30.243535754687723]}",107.0527265,30.24353575
1_2_3492_0,1,1,54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1222560849205,30.18909784847008]}",107.1222561,30.18909785
1_2_3493_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.91420626511841,30.16915524916263]}",106.9142063,30.16915525
1_2_3494_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.07213009206663,30.200955610220458]}",107.0721301,30.20095561
1_2_3495_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93307088608492,30.12280218050206]}",106.9330709,30.12280218
1_2_3496_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0478755793954,30.24515272219914]}",107.0478756,30.24515272
1_2_3497_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.99667160820059,30.25108160307433]}",106.9966716,30.2510816
1_2_3498_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.94061673447152,30.14813467151423]}",106.9406167,30.14813467
1_2_3499_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.93037594023257,30.095313732808002]}",106.9303759,30.09531373
1_2_3500_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.09800157224926,30.31737727104235]}",107.0980016,30.31737727
1_2_3501_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.13519182501182,30.31198737933763]}",107.1351918,30.31198738
1_2_3502_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.04625861188399,30.18586391344725]}",107.0462586,30.18586391
1_2_3503_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01068532663285,30.269946224040837]}",107.0106853,30.26994622
1_2_3504_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.0764420054304,30.208501458607063]}",107.076442,30.20850146
1_2_3505_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.96109832294945,30.140049833957153]}",106.9610983,30.14004983
1_2_3506_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.98104092225691,30.127653083036307]}",106.9810409,30.12765308
1_2_3507_0,1,1,43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.01607521833756,30.268329256529423]}",107.0160752,30.26832926
1_2_3508_0,1,1,31,"{""geodesic"":false,""type"":""Point"",""coordinates"":[106.97457305221124,30.120646223820174]}",106.9745731,30.12064622
1_2_3509_0,1,1,55,"{""geodesic"":false,""type"":""Point"",""coordinates"":[107.1524394784669,30.284498931643572]}",107.1524395,30.28449893
